susceptible,infected,dead,recovered
941,136,4031,4892
941,131,4032,4896
941,126,4034,4899
941,122,4035,4902
941,119,4037,4903
941,112,4039,4908
941,110,4040,4909
941,107,4041,4911
941,103,4043,4913
941,100,4046,4913
941,98,4048,4913
941,94,4049,4916
941,88,4052,4919
941,87,4053,4919
941,85,4053,4921
941,82,4054,4923
941,77,4056,4926
941,74,4057,4928
941,67,4060,4932
941,65,4060,4934
941,62,4061,4936
941,60,4061,4938
941,56,4063,4940
941,53,4064,4942
941,51,4065,4943
941,47,4066,4946
941,46,4067,4946
941,45,4068,4946
941,44,4068,4947
941,42,4069,4948
941,39,4071,4949
941,37,4073,4949
941,34,4074,4951
941,33,4074,4952
941,33,4074,4952
941,32,4075,4952
941,31,4075,4953
941,31,4075,4953
941,30,4076,4953
941,30,4076,4953
941,27,4076,4956
941,26,4077,4956
941,26,4077,4956
941,26,4077,4956
941,26,4077,4956
941,24,4078,4957
941,22,4078,4959
941,20,4079,4960
941,20,4079,4960
941,20,4079,4960
941,18,4080,4961
941,16,4081,4962
941,15,4082,4962
941,14,4082,4963
941,14,4082,4963
941,12,4082,4965
941,11,4083,4965
941,11,4083,4965
941,11,4083,4965
941,10,4083,4966
941,9,4084,4966
941,9,4084,4966
941,8,4085,4966
941,8,4085,4966
941,8,4085,4966
941,8,4085,4966
941,7,4085,4967
941,7,4085,4967
941,7,4085,4967
941,7,4085,4967
941,7,4085,4967
941,7,4085,4967
941,6,4086,4967
941,6,4086,4967
941,5,4086,4968
941,5,4086,4968
941,4,4086,4969
941,4,4086,4969
941,2,4086,4971
941,2,4086,4971
941,2,4086,4971
941,2,4086,4971
941,2,4086,4971
941,2,4086,4971
941,2,4086,4971
941,2,4086,4971
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,1,4086,4972
941,0,4087,4972
