date,state,positive,negative,totalTestResults,death
2020-04-02,ND,159,4821,4980,3
2020-04-03,ND,173,5625,5798,3
2020-04-04,ND,186,6021,6207,3
2020-04-05,ND,207,6580,6787,3
2020-04-06,ND,225,6988,7213,3
2020-04-07,ND,237,7466,7703,4
2020-04-08,ND,251,8301,8552,4
2020-04-09,ND,269,8721,8990,5
2020-04-10,ND,278,9330,9608,6
2020-04-11,ND,293,9787,10080,7
2020-04-12,ND,308,10042,10350,8
2020-04-13,ND,331,10450,10781,8
2020-04-14,ND,341,10575,10916,9
2020-04-15,ND,365,10952,11317,9
2020-04-16,ND,393,11311,11704,9
2020-04-17,ND,439,11903,12342,9
2020-04-18,ND,528,12435,12963,9
2020-04-19,ND,585,13045,13630,10
2020-04-20,ND,627,14120,14747,13
2020-04-21,ND,644,14343,14987,13
2020-04-22,ND,679,14910,15589,14
2020-04-23,ND,709,15621,16330,15
2020-04-24,ND,748,16701,17449,15
2020-04-25,ND,803,18547,19350,16
2020-04-26,ND,867,19850,20717,17
2020-04-27,ND,942,21492,22434,19
2020-04-28,ND,991,22732,23723,19
2020-04-29,ND,1033,24503,25536,19
2020-04-30,ND,1067,26393,27460,19
2020-05-01,ND,1107,28418,29525,23
2020-05-02,ND,1153,30394,31547,24
2020-05-03,ND,1191,32162,33353,16
2020-05-04,ND,1225,33529,34754,15
2020-05-05,ND,1266,35155,36421,17
2020-05-06,ND,1323,37309,38632,22
2020-05-07,ND,1371,39496,40867,23
2020-05-08,ND,1425,41076,42501,24
2020-05-09,ND,1464,42469,43933,24
2020-05-10,ND,1491,43378,44869,24
2020-05-11,ND,1518,45496,47014,24
2020-05-12,ND,1571,46261,47832,25
2020-05-13,ND,1647,47298,48945,29
2020-05-14,ND,1647,48599,50246,31
2020-05-15,ND,1761,49954,51715,35
2020-05-16,ND,1848,51639,53487,35
2020-05-17,ND,1900,53321,55221,35
2020-05-18,ND,1931,54630,56561,37
2020-05-19,ND,1994,55737,57731,37
2020-05-20,ND,2095,57105,59200,37
2020-05-21,ND,2229,59050,61279,38
2020-05-22,ND,2317,60513,62830,39
2020-05-23,ND,2365,61783,64148,39
2020-05-24,ND,2418,63070,65488,39
2020-05-25,ND,2457,63893,66350,39
2020-05-26,ND,2422,64432,66854,40
2020-05-27,ND,2439,64901,67340,44
2020-05-28,ND,2481,65773,68254,48
2020-05-29,ND,2520,66933,69453,48
2020-05-30,ND,2554,68427,70981,48
2020-05-31,ND,2577,69463,72040,48
2020-06-01,ND,2625,70676,73301,50
2020-06-02,ND,2646,70998,73644,54
2020-06-03,ND,2679,71823,74502,54
2020-06-04,ND,2706,73038,75744,58
2020-06-05,ND,2745,74111,76856,59
2020-06-06,ND,2816,76064,78880,59
2020-06-07,ND,2861,77072,79933,59
2020-06-08,ND,2880,77300,80180,62
2020-06-09,ND,2901,77765,80666,65
2020-06-10,ND,2941,78719,81660,67
2020-06-11,ND,2980,79808,82788,67
2020-06-12,ND,3016,81148,84164,67
2020-06-13,ND,3058,82815,85873,67
2020-06-14,ND,3080,83800,86880,67
2020-06-15,ND,3101,84675,87776,68
2020-06-16,ND,3124,85527,88651,69
2020-06-17,ND,3166,86508,89674,70
2020-06-18,ND,3193,87461,90654,70
2020-06-19,ND,3226,89380,92606,71
2020-06-20,ND,3251,90980,94231,71
2020-06-21,ND,3288,92885,96173,71
2020-06-22,ND,3313,94140,97453,72
2020-06-23,ND,3320,94233,97553,73
2020-06-24,ND,3362,95327,98689,74
2020-06-25,ND,3393,96051,99444,76
2020-06-26,ND,3421,97465,100886,77
2020-06-27,ND,3458,99061,102519,77
2020-06-28,ND,3495,100430,103925,77
2020-06-29,ND,3539,102152,105691,77
2020-06-30,ND,3576,102546,106122,78
2020-07-01,ND,3615,103611,107226,78
2020-07-02,ND,3657,104538,108195,78
2020-07-03,ND,3722,106852,110574,78
2020-07-04,ND,3779,108149,111928,78
2020-07-05,ND,3816,109312,113128,78
2020-07-06,ND,3849,109733,113582,78
2020-07-07,ND,3898,110459,114357,81
2020-07-08,ND,3971,111868,115839,78
2020-07-09,ND,4070,113779,117849,78
2020-07-10,ND,4154,115442,119596,78
2020-07-11,ND,4243,116608,120851,78
2020-07-12,ND,4334,118145,122479,78
2020-07-13,ND,4442,119436,123878,78
2020-07-14,ND,4493,120540,125033,78
2020-07-15,ND,4565,121999,126564,81
2020-07-16,ND,4668,123388,128056,82
2020-07-17,ND,4792,124683,129475,82
2020-07-18,ND,4907,126608,131515,82
2020-07-19,ND,5019,128835,133854,82
2020-07-20,ND,5126,130852,135978,82
2020-07-21,ND,5207,132086,137293,84
2020-07-22,ND,5367,133899,139266,88
2020-07-23,ND,5493,135323,140816,88
2020-07-24,ND,5614,137094,142708,88
2020-07-25,ND,5736,138524,144260,91
2020-03-05,NE,0,17,17,0
2020-03-06,NE,0,17,17,0
2020-03-07,NE,1,17,18,0
2020-03-08,NE,1,17,18,0
2020-03-09,NE,3,36,39,0
2020-03-10,NE,3,47,50,0
2020-03-11,NE,5,47,52,0
2020-03-12,NE,10,80,90,0
2020-03-13,NE,13,80,93,0
2020-03-14,NE,14,80,94,0
2020-03-15,NE,17,80,97,0
2020-03-16,NE,18,170,188,0
2020-03-17,NE,21,206,227,0
2020-03-18,NE,24,206,230,0
2020-03-19,NE,27,240,267,0
2020-03-20,NE,32,240,272,0
2020-03-21,NE,38,356,394,0
2020-03-22,NE,48,356,404,0
2020-03-23,NE,50,356,406,0
2020-03-24,NE,52,975,1027,0
2020-03-25,NE,61,1304,1365,0
2020-03-26,NE,73,1584,1657,0
2020-03-27,NE,85,1761,1846,0
2020-03-28,NE,96,1904,2000,2
2020-03-29,NE,108,1968,2076,2
2020-03-30,NE,145,2584,2729,2
2020-03-31,NE,172,2931,3103,3
2020-04-01,NE,210,3475,3685,4
2020-04-02,NE,246,3978,4224,5
2020-04-03,NE,279,4487,4766,6
2020-04-04,NE,321,5058,5379,6
2020-04-05,NE,363,5558,5921,8
2020-04-06,NE,409,6378,6787,8
2020-04-07,NE,447,6811,7258,10
2020-04-08,NE,519,7442,7961,12
2020-04-09,NE,567,8116,8683,14
2020-04-10,NE,635,8719,9354,15
2020-04-11,NE,700,9285,9985,17
2020-04-12,NE,791,9900,10691,17
2020-04-13,NE,814,10158,10972,17
2020-04-14,NE,871,10486,11357,18
2020-04-15,NE,901,10828,11729,20
2020-04-16,NE,952,11342,12294,21
2020-04-17,NE,1066,12038,13104,24
2020-04-18,NE,1138,12539,13677,24
2020-04-19,NE,1287,13288,14575,28
2020-04-20,NE,1474,14206,15680,28
2020-04-21,NE,1648,14724,16372,33
2020-04-22,NE,1722,14957,16679,38
2020-04-23,NE,1813,15547,17360,45
2020-04-24,NE,2124,16488,18612,47
2020-04-25,NE,2421,17552,19973,50
2020-04-26,NE,2732,18496,21228,53
2020-04-27,NE,3028,19335,22363,56
2020-04-28,NE,3358,20247,23605,55
2020-04-29,NE,3374,20257,23631,55
2020-04-30,NE,3784,21537,25321,68
2020-05-01,NE,4281,23104,27385,70
2020-05-02,NE,4838,24510,29348,73
2020-05-03,NE,5326,25936,31262,76
2020-05-04,NE,5910,27844,33754,78
2020-05-05,NE,6083,28526,34609,78
2020-05-06,NE,6438,29690,36128,82
2020-05-07,NE,6771,30987,37758,86
2020-05-08,NE,7190,33222,40412,90
2020-05-09,NE,7831,35145,42976,92
2020-05-10,NE,8234,37335,45569,96
2020-05-11,NE,8315,37924,46239,98
2020-05-12,NE,8572,39371,47943,100
2020-05-13,NE,8692,41033,49725,103
2020-05-14,NE,9075,44266,53341,107
2020-05-15,NE,9416,47799,57215,113
2020-05-16,NE,9772,50206,59978,119
2020-05-17,NE,10220,55420,65640,123
2020-05-18,NE,10348,57153,67501,123
2020-05-19,NE,10625,59359,69984,125
2020-05-20,NE,10846,61289,72135,132
2020-05-21,NE,11122,64518,75640,138
2020-05-22,NE,11425,66994,78419,143
2020-05-23,NE,11662,68320,79982,147
2020-05-24,NE,11989,71216,83205,147
2020-05-25,NE,12134,73598,85732,150
2020-05-26,NE,12355,75687,88042,150
2020-05-27,NE,12619,77802,90421,153
2020-05-28,NE,12976,80004,92980,163
2020-05-29,NE,13261,81542,94803,164
2020-05-30,NE,13654,85354,99008,170
2020-05-31,NE,13905,87237,101142,170
2020-06-01,NE,14101,89564,103665,170
2020-06-02,NE,14345,92073,106418,178
2020-06-03,NE,14611,95355,109966,181
2020-06-04,NE,14866,97389,112255,187
2020-06-05,NE,15117,99705,114822,186
2020-06-06,NE,15379,102168,117547,186
2020-06-07,NE,15543,104226,119769,188
2020-06-08,NE,15634,105773,121407,188
2020-06-09,NE,15752,106940,122692,188
2020-06-10,NE,15883,109279,125162,191
2020-06-11,NE,16025,111637,127662,195
2020-06-12,NE,16315,114458,130773,212
2020-06-13,NE,16513,117864,134377,216
2020-06-14,NE,16633,119482,136115,216
2020-06-15,NE,16725,121030,137755,216
2020-06-16,NE,16851,122662,139513,220
2020-06-17,NE,17031,125356,142387,231
2020-06-18,NE,17226,127587,144813,234
2020-06-19,NE,17415,130431,147846,240
2020-06-20,NE,17591,134263,151854,244
2020-06-21,NE,17707,136534,154241,244
2020-06-22,NE,17810,138698,156508,244
2020-06-23,NE,17957,140685,158642,249
2020-06-24,NE,18092,143209,161301,256
2020-06-25,NE,18221,144949,163170,257
2020-06-26,NE,18346,146656,165002,260
2020-06-27,NE,18524,150074,168598,266
2020-06-28,NE,18775,154023,172798,267
2020-06-29,NE,18899,156373,175272,267
2020-06-30,NE,19042,159115,178157,269
2020-07-01,NE,19177,161431,180608,274
2020-07-02,NE,19310,163352,182662,276
2020-07-03,NE,19452,164682,184134,282
2020-07-04,NE,19660,167928,187588,284
2020-07-05,NE,19827,170101,189928,284
2020-07-06,NE,19929,171811,191740,284
2020-07-07,NE,20046,173027,193073,283
2020-07-08,NE,20201,174847,195048,282
2020-07-09,NE,20425,177410,197835,282
2020-07-10,NE,20623,180391,201014,284
2020-07-11,NE,20777,183077,203854,286
2020-07-12,NE,20998,187105,208103,285
2020-07-13,NE,21172,190487,211659,285
2020-07-14,NE,21399,194836,216235,288
2020-07-15,NE,21717,198026,219743,286
2020-07-16,NE,21979,201250,223229,291
2020-07-17,NE,22134,204062,226196,299
2020-07-18,NE,22361,208790,231151,301
2020-07-19,NE,22481,209920,232401,301
2020-07-20,NE,22583,212313,234896,301
2020-07-21,NE,22847,215594,238441,306
2020-07-22,NE,23190,219431,242621,310
2020-07-23,NE,23486,222087,245573,311
2020-07-24,NE,23818,225256,249074,316
2020-07-25,NE,24174,228431,252605,316
2020-03-04,NH,2,10,12,0
2020-03-05,NH,2,16,18,0
2020-03-06,NH,2,20,22,0
2020-03-07,NH,2,20,22,0
2020-03-08,NH,4,38,42,0
2020-03-09,NH,4,38,42,0
2020-03-10,NH,4,38,42,0
2020-03-11,NH,4,38,42,0
2020-03-12,NH,6,94,100,0
2020-03-13,NH,6,94,100,0
2020-03-14,NH,7,212,219,0
2020-03-15,NH,13,271,284,0
2020-03-16,NH,13,271,284,0
2020-03-17,NH,17,355,372,0
2020-03-18,NH,26,513,539,0
2020-03-19,NH,39,621,660,0
2020-03-20,NH,44,745,789,0
2020-03-21,NH,55,973,1028,0
2020-03-22,NH,65,1188,1253,0
2020-03-23,NH,78,1374,1452,0
2020-03-24,NH,101,1447,1548,1
2020-03-25,NH,108,2356,2464,1
2020-03-26,NH,137,3001,3138,1
2020-03-27,NH,158,3395,3553,1
2020-03-28,NH,187,3656,3843,2
2020-03-29,NH,214,4524,4738,2
2020-03-30,NH,314,5386,5700,3
2020-03-31,NH,314,5413,5727,3
2020-04-01,NH,415,5985,6400,4
2020-04-02,NH,415,6078,6493,4
2020-04-03,NH,479,6575,7054,5
2020-04-04,NH,540,6965,7505,7
2020-04-05,NH,621,7411,8032,9
2020-04-06,NH,669,7701,8370,9
2020-04-07,NH,715,8019,8734,9
2020-04-08,NH,788,8389,9177,18
2020-04-09,NH,788,8763,9551,18
2020-04-10,NH,819,9139,9958,21
2020-04-11,NH,885,9608,10493,22
2020-04-12,NH,929,9996,10925,23
2020-04-13,NH,985,10222,11207,23
2020-04-14,NH,1020,10590,11610,23
2020-04-15,NH,1139,11027,12166,32
2020-04-16,NH,1139,11027,12166,32
2020-04-17,NH,1287,11421,12708,37
2020-04-18,NH,1287,11565,12852,37
2020-04-19,NH,1342,12082,13424,38
2020-04-20,NH,1392,12726,14118,41
2020-04-21,NH,1491,12848,14339,42
2020-04-22,NH,1491,13550,15041,42
2020-04-23,NH,1588,14424,16012,48
2020-04-24,NH,1670,15139,16809,51
2020-04-25,NH,1720,16007,17727,53
2020-04-26,NH,1787,16964,18751,60
2020-04-27,NH,1864,17860,19724,60
2020-04-28,NH,1938,18207,20145,60
2020-04-29,NH,2010,18736,20746,60
2020-04-30,NH,2054,19867,21921,66
2020-05-01,NH,2146,19903,22049,72
2020-05-02,NH,2310,22039,24349,81
2020-05-03,NH,2429,25964,28393,84
2020-05-04,NH,2588,24282,26870,86
2020-05-05,NH,2588,24282,26870,86
2020-05-06,NH,2636,25097,27733,92
2020-05-07,NH,2740,26066,28806,111
2020-05-08,NH,2843,27829,30672,114
2020-05-09,NH,2947,29351,32298,121
2020-05-10,NH,3011,30442,33453,131
2020-05-11,NH,3160,31723,34883,133
2020-05-12,NH,3160,32401,35561,133
2020-05-13,NH,3239,33977,37216,142
2020-05-14,NH,3299,35876,39175,150
2020-05-15,NH,3464,39148,42612,159
2020-05-16,NH,3464,39212,42676,159
2020-05-17,NH,3556,41196,44752,171
2020-05-18,NH,3596,41282,44878,172
2020-05-19,NH,3652,45822,49474,172
2020-05-20,NH,3721,47167,50888,182
2020-05-21,NH,3868,48962,52830,190
2020-05-22,NH,3935,51165,55100,199
2020-05-23,NH,4089,55450,59539,208
2020-05-24,NH,4089,55450,59539,208
2020-05-25,NH,4149,57237,61386,209
2020-05-26,NH,4197,58842,63039,210
2020-05-27,NH,4231,60001,64232,214
2020-05-28,NH,4286,61310,65596,223
2020-05-29,NH,4386,62476,66862,232
2020-05-30,NH,4492,64468,68960,238
2020-05-31,NH,4545,65735,70280,242
2020-06-01,NH,4651,67805,72456,245
2020-06-02,NH,4685,69659,74344,245
2020-06-03,NH,4749,70990,75739,256
2020-06-04,NH,4795,71170,75965,265
2020-06-05,NH,4876,74889,79765,273
2020-06-06,NH,5019,78990,84009,283
2020-06-07,NH,5019,78990,84009,283
2020-06-08,NH,5043,80509,85552,286
2020-06-09,NH,5079,82044,87123,286
2020-06-10,NH,5132,83515,88647,294
2020-06-11,NH,5178,84729,89907,301
2020-06-12,NH,5209,86708,91917,308
2020-06-13,NH,5251,88705,93956,315
2020-06-14,NH,5299,91122,96421,318
2020-06-15,NH,5345,93528,98873,320
2020-06-16,NH,5345,93528,98873,320
2020-06-17,NH,5364,94722,100086,326
2020-06-18,NH,5436,96548,101984,330
2020-06-19,NH,5450,98275,103725,331
2020-06-20,NH,5486,100081,105567,337
2020-06-21,NH,5518,100367,105885,339
2020-06-22,NH,5544,103318,108862,339
2020-06-23,NH,5558,103318,108876,339
2020-06-24,NH,5571,104482,110053,343
2020-06-25,NH,5598,105968,111566,347
2020-06-26,NH,5671,109097,114768,365
2020-06-27,NH,5671,109097,114768,365
2020-06-28,NH,5717,110392,116109,367
2020-06-29,NH,5760,112538,118298,367
2020-06-30,NH,5760,112538,118298,367
2020-07-01,NH,5782,113387,119169,371
2020-07-02,NH,5802,114505,120307,373
2020-07-03,NH,5822,116365,122187,375
2020-07-04,NH,5857,117892,123749,376
2020-07-05,NH,5857,117892,123749,376
2020-07-06,NH,5897,119338,125235,381
2020-07-07,NH,5914,121966,127880,382
2020-07-08,NH,5932,122579,128511,384
2020-07-09,NH,5952,123676,129628,386
2020-07-10,NH,5973,125078,131051,387
2020-07-11,NH,5991,126311,132302,390
2020-07-12,NH,6024,127365,133389,391
2020-07-13,NH,6054,128812,134866,391
2020-07-14,NH,6068,129960,136028,391
2020-07-15,NH,6091,131018,137109,392
2020-07-16,NH,6113,132159,138272,394
2020-07-17,NH,6165,135621,141786,395
2020-07-18,NH,6165,135621,141786,395
2020-07-19,NH,6203,137175,143378,398
2020-07-20,NH,6203,137175,143378,398
2020-07-21,NH,6249,138573,144822,398
2020-07-22,NH,6262,139276,145538,400
2020-07-23,NH,6295,140584,146879,402
2020-07-24,NH,6318,143474,149792,405
2020-07-25,NH,6415,145875,152290,409
2020-03-05,NJ,1,0,1,0
2020-03-06,NJ,1,0,1,0
2020-03-07,NJ,4,0,4,0
2020-03-08,NJ,6,31,37,0
2020-03-09,NJ,11,35,46,0
2020-03-10,NJ,15,44,59,0
2020-03-11,NJ,24,57,81,1
2020-03-12,NJ,30,74,104,1
2020-03-13,NJ,50,97,147,1
2020-03-14,NJ,50,97,147,1
2020-03-15,NJ,98,120,218,2
2020-03-16,NJ,178,120,298,2
2020-03-17,NJ,267,163,430,3
2020-03-18,NJ,427,190,617,5
2020-03-19,NJ,742,210,952,9
2020-03-20,NJ,890,264,1154,11
2020-03-21,NJ,1327,294,1621,16
2020-03-22,NJ,1914,327,2241,20
2020-03-23,NJ,2844,359,3203,27
2020-03-24,NJ,3675,8325,12000,44
2020-03-25,NJ,4402,10452,14854,62
2020-03-26,NJ,6876,13661,20537,81
2020-03-27,NJ,8825,16547,25372,108
2020-03-28,NJ,11124,19386,30510,140
2020-03-29,NJ,13386,22216,35602,161
2020-03-30,NJ,16636,25224,41860,198
2020-03-31,NJ,18696,27077,45773,267
2020-04-01,NJ,22255,30387,52642,355
2020-04-02,NJ,25590,33520,59110,537
2020-04-03,NJ,29895,37608,67503,646
2020-04-04,NJ,34124,41232,75356,846
2020-04-05,NJ,37505,44661,82166,917
2020-04-06,NJ,41090,47942,89032,1003
2020-04-07,NJ,44416,50558,94974,1232
2020-04-08,NJ,47437,52979,100416,1504
2020-04-09,NJ,51027,56165,107192,1700
2020-04-10,NJ,54588,58935,113523,1932
2020-04-11,NJ,58151,62042,120193,2183
2020-04-12,NJ,61850,64885,126735,2350
2020-04-13,NJ,64584,64885,129469,2443
2020-04-14,NJ,68824,70950,139774,2805
2020-04-15,NJ,71030,72991,144021,3156
2020-04-16,NJ,75317,76513,151830,3518
2020-04-17,NJ,78467,78982,157449,3840
2020-04-18,NJ,81420,81116,162536,4070
2020-04-19,NJ,85301,85387,170688,4202
2020-04-20,NJ,88806,89251,178057,4377
2020-04-21,NJ,92387,92439,184826,4753
2020-04-22,NJ,95865,95794,191659,5063
2020-04-23,NJ,99989,100159,200148,5368
2020-04-24,NJ,102196,103766,205962,5617
2020-04-25,NJ,105523,108163,213686,5863
2020-04-26,NJ,109038,114106,223144,5938
2020-04-27,NJ,111188,116587,227775,6044
2020-04-28,NJ,113856,120503,234359,6442
2020-04-29,NJ,116264,125054,241318,6770
2020-04-30,NJ,118652,129266,247918,7228
2020-05-01,NJ,121190,135355,256545,7538
2020-05-02,NJ,123717,138595,262312,7742
2020-05-03,NJ,126744,148322,275066,7871
2020-05-04,NJ,128269,148951,277220,7910
2020-05-05,NJ,130593,157030,287623,8244
2020-05-06,NJ,131890,157030,288920,8549
2020-05-07,NJ,133635,159023,292658,8801
2020-05-08,NJ,135454,163305,298759,8952
2020-05-09,NJ,137085,168121,305206,9116
2020-05-10,NJ,138532,173915,312447,9255
2020-05-11,NJ,139945,285988,425933,9310
2020-05-12,NJ,140743,292317,433060,9508
2020-05-13,NJ,141560,299890,441450,9702
2020-05-14,NJ,142704,308992,451696,9946
2020-05-15,NJ,143905,319067,462972,10138
2020-05-16,NJ,145089,330135,475224,10249
2020-05-17,NJ,146334,341231,487565,10356
2020-05-18,NJ,148039,357530,505569,10435
2020-05-19,NJ,149013,371169,520182,10586
2020-05-20,NJ,150399,380944,531343,10747
2020-05-21,NJ,151472,392802,544274,10843
2020-05-22,NJ,152719,402595,555314,10985
2020-05-23,NJ,153104,425631,578735,11081
2020-05-24,NJ,154154,449653,603807,11133
2020-05-25,NJ,155092,468705,623797,11144
2020-05-26,NJ,155764,480128,635892,11191
2020-05-27,NJ,156628,503697,660325,11339
2020-05-28,NJ,157815,528042,685857,11401
2020-05-29,NJ,158844,557567,716411,11531
2020-05-30,NJ,159608,585700,745308,11634
2020-05-31,NJ,160445,585700,746145,11698
2020-06-01,NJ,160918,634682,795600,11721
2020-06-02,NJ,161545,656132,817677,11770
2020-06-03,NJ,162068,675352,837420,11880
2020-06-04,NJ,162530,695199,857729,11970
2020-06-05,NJ,163336,755555,918891,12049
2020-06-06,NJ,163893,755555,919448,12106
2020-06-07,NJ,164164,796261,960425,12176
2020-06-08,NJ,164497,810592,975089,12214
2020-06-09,NJ,164796,824701,989497,12303
2020-06-10,NJ,165346,843588,1008934,12377
2020-06-11,NJ,165816,864977,1030793,12443
2020-06-12,NJ,166164,889232,1055396,12489
2020-06-13,NJ,166605,911610,1078215,12589
2020-06-14,NJ,166881,930735,1097616,12625
2020-06-15,NJ,167103,948980,1116083,12676
2020-06-16,NJ,167426,964356,1131782,12727
2020-06-17,NJ,167703,980138,1147841,12769
2020-06-18,NJ,168107,1003627,1171734,12800
2020-06-19,NJ,168496,1025847,1194343,12835
2020-06-20,NJ,168834,1050039,1218873,12857
2020-06-21,NJ,169142,1075825,1244967,12870
2020-06-22,NJ,169415,1097984,1267399,12895
2020-06-23,NJ,169734,1113717,1283451,12949
2020-06-24,NJ,169892,1129753,1299645,12995
2020-06-25,NJ,170196,1150714,1320910,14872
2020-06-26,NJ,170584,1176088,1346672,14914
2020-06-27,NJ,170873,1196377,1367250,14948
2020-06-28,NJ,171182,1216651,1387833,14975
2020-06-29,NJ,171272,1232712,1403984,14992
2020-06-30,NJ,171667,1250707,1422374,15035
2020-07-01,NJ,171928,1271009,1442937,15078
2020-07-02,NJ,172356,1291557,1463913,15107
2020-07-03,NJ,172742,1312759,1485501,15164
2020-07-04,NJ,173033,1335515,1508548,15189
2020-07-05,NJ,173402,1361238,1534640,15211
2020-07-06,NJ,173611,1375598,1549209,15229
2020-07-07,NJ,173878,1386255,1560133,15281
2020-07-08,NJ,174039,1403809,1577848,15423
2020-07-09,NJ,174240,1425177,1599417,15448
2020-07-10,NJ,174628,1448530,1623158,15479
2020-07-11,NJ,174959,1486325,1661284,15525
2020-07-12,NJ,175298,1510306,1685604,15541
2020-07-13,NJ,175522,1524863,1700385,15560
2020-07-14,NJ,175915,1545316,1721231,15582
2020-07-15,NJ,176278,1566069,1742347,15607
2020-07-16,NJ,176501,1583403,1759904,15665
2020-07-17,NJ,176551,1592377,1768928,15684
2020-07-18,NJ,176814,1604636,1781450,15699
2020-07-19,NJ,176783,1614354,1791137,15706
2020-07-20,NJ,176963,1625911,1802874,15715
2020-07-21,NJ,177256,1640699,1817955,15737
2020-07-22,NJ,177645,1663284,1840929,15707
2020-07-23,NJ,177887,1681751,1859638,15730
2020-07-24,NJ,178345,1709299,1887644,15765
2020-07-25,NJ,178858,1709299,1888157,15776
2020-03-06,NM,0,16,16,0
2020-03-07,NM,0,48,48,0
2020-03-08,NM,0,48,48,0
2020-03-09,NM,0,57,57,0
2020-03-10,NM,0,69,69,0
2020-03-11,NM,3,87,90,0
2020-03-12,NM,5,155,160,0
2020-03-13,NM,10,190,200,0
2020-03-14,NM,10,237,247,0
2020-03-15,NM,13,482,495,0
2020-03-16,NM,17,566,583,0
2020-03-17,NM,23,1249,1272,0
2020-03-18,NM,28,2326,2354,0
2020-03-19,NM,35,2762,2797,0
2020-03-20,NM,43,3771,3814,0
2020-03-21,NM,57,3771,3828,0
2020-03-22,NM,57,4722,4779,0
2020-03-23,NM,65,5321,5386,0
2020-03-24,NM,83,5890,5973,0
2020-03-25,NM,100,6742,6842,1
2020-03-26,NM,112,7681,7793,1
2020-03-27,NM,136,8377,8513,1
2020-03-28,NM,191,9196,9387,1
2020-03-29,NM,237,10769,11006,2
2020-03-30,NM,237,10942,11179,2
2020-03-31,NM,281,12246,12527,4
2020-04-01,NM,315,12925,13240,5
2020-04-02,NM,363,13648,14011,6
2020-04-03,NM,403,14375,14778,7
2020-04-04,NM,495,15137,15632,10
2020-04-05,NM,543,16285,16828,11
2020-04-06,NM,624,18512,19136,12
2020-04-07,NM,686,21139,21825,12
2020-04-08,NM,794,21451,22245,13
2020-04-09,NM,865,22942,23807,16
2020-04-10,NM,1091,26007,27098,19
2020-04-11,NM,1091,26007,27098,19
2020-04-12,NM,1174,27518,28692,20
2020-04-13,NM,1245,29270,30515,26
2020-04-14,NM,1345,30625,31970,31
2020-04-15,NM,1407,31443,32850,36
2020-04-16,NM,1484,31910,33394,36
2020-04-17,NM,1597,32891,34488,44
2020-04-18,NM,1711,33902,35613,51
2020-04-19,NM,1798,34834,36632,53
2020-04-20,NM,1845,35197,37042,55
2020-04-21,NM,1971,36784,38755,58
2020-04-22,NM,2072,38805,40877,65
2020-04-23,NM,2210,39022,41232,71
2020-04-24,NM,2379,44184,46563,78
2020-04-25,NM,2521,48989,51510,84
2020-04-26,NM,2660,51075,53735,93
2020-04-27,NM,2726,53889,56615,99
2020-04-28,NM,2823,55980,58803,104
2020-04-29,NM,2974,58771,61745,110
2020-04-30,NM,3213,61872,65085,112
2020-05-01,NM,3411,64458,67869,123
2020-05-02,NM,3513,67605,71118,131
2020-05-03,NM,3732,71212,74944,139
2020-05-04,NM,3850,74127,77977,151
2020-05-05,NM,4031,77689,81720,156
2020-05-06,NM,4138,79113,83251,162
2020-05-07,NM,4291,81393,85684,169
2020-05-08,NM,4493,84539,89032,172
2020-05-09,NM,4673,88589,93262,181
2020-05-10,NM,4778,92275,97053,191
2020-05-11,NM,4863,97635,102498,200
2020-05-12,NM,5069,101652,106721,208
2020-05-13,NM,5212,105077,110289,219
2020-05-14,NM,5364,109647,115011,231
2020-05-15,NM,5503,114098,119601,242
2020-05-16,NM,5662,118796,124458,253
2020-05-17,NM,5857,122727,128584,259
2020-05-18,NM,5938,127315,133253,265
2020-05-19,NM,6096,131524,137620,270
2020-05-20,NM,6192,136054,142246,276
2020-05-21,NM,6317,141027,147344,283
2020-05-22,NM,6472,146295,152767,294
2020-05-23,NM,6625,151758,158383,302
2020-05-24,NM,6795,162324,169119,308
2020-05-25,NM,6943,166538,173481,317
2020-05-26,NM,7026,170335,177361,320
2020-05-27,NM,7130,173516,180646,325
2020-05-28,NM,7252,172291,179543,329
2020-05-29,NM,7364,176180,183544,335
2020-05-30,NM,7493,180768,188261,344
2020-05-31,NM,7624,186823,194447,351
2020-06-01,NM,7689,191915,199604,356
2020-06-02,NM,7800,195315,203115,362
2020-06-03,NM,8024,198813,206837,367
2020-06-04,NM,8140,204856,212996,375
2020-06-05,NM,8353,209404,217757,383
2020-06-06,NM,8672,215968,224640,387
2020-06-07,NM,8800,220347,229147,392
2020-06-08,NM,8940,225435,234375,396
2020-06-09,NM,9062,229739,238801,400
2020-06-10,NM,9105,232552,241657,404
2020-06-11,NM,9250,236307,245557,410
2020-06-12,NM,9526,245758,255284,426
2020-06-13,NM,9526,245758,255284,426
2020-06-14,NM,9621,249373,258994,431
2020-06-15,NM,9723,253942,263665,435
2020-06-16,NM,9845,258076,267921,440
2020-06-17,NM,9933,261620,271553,447
2020-06-18,NM,10065,265832,275897,452
2020-06-19,NM,10153,270022,280175,456
2020-06-20,NM,10260,274342,284602,464
2020-06-21,NM,10565,282866,293431,469
2020-06-22,NM,10565,282866,293431,469
2020-06-23,NM,10694,287382,298076,469
2020-06-24,NM,10838,291245,302083,476
2020-06-25,NM,10990,297115,308105,480
2020-06-26,NM,11192,303478,314670,485
2020-06-27,NM,11408,309230,320638,489
2020-06-28,NM,11619,311340,322959,491
2020-06-29,NM,11809,319239,331048,492
2020-06-30,NM,11982,325738,337720,493
2020-07-01,NM,12147,332034,344181,497
